dr_number,date_reported,date_occurred,time_occurred,area_id,area_name,reporting_district,crime_code,crime_code_description,mo_codes,victim_age,victim_sex,victim_descent,lat,lon,status_description,premise_description
101921533,2010-09-22,2010-09-21,1645,19,Mission,1961,510,VEHICLE - STOLEN,NA,NA,NA,NA,34.2373,-118.4698,Invest Cont,STREET
160209714,2016-04-24,2016-04-23,1600,2,Rampart,281,510,VEHICLE - STOLEN,NA,15,NA,NA,34.0493,-118.2828,Invest Cont,STREET
162008569,2016-04-01,2016-04-01,1550,20,Olympic,2055,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0913 0346,57,M,K,34.0509,-118.2979,Adult Other,OTHER BUSINESS
130121611,2013-10-06,2013-10-06,1400,1,Central,156,624,BATTERY - SIMPLE ASSAULT,0416,46,M,W,34.0446,-118.245,Invest Cont,PARKING LOT
150220022,2015-10-25,2015-10-25,400,2,Rampart,256,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,46,M,H,34.0569,-118.2736,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
140114335,2014-06-11,2014-05-22,1430,1,Central,111,662,"BUNCO, GRAND THEFT",0344 0100 0701,53,F,O,34.0656,-118.2374,Invest Cont,RESTAURANT/FAST FOOD
150408793,2015-04-18,2015-03-01,1915,4,Hollenbeck,499,354,THEFT OF IDENTITY,0100,36,F,H,34.0196,-118.2028,Invest Cont,SINGLE FAMILY DWELLING
142118670,2014-11-21,2014-11-21,100,21,Topanga,2115,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,22,M,H,34.2184,-118.5975,Invest Cont,OTHER BUSINESS
131720374,2013-12-22,2013-12-09,1424,17,Devonshire,1761,900,VIOLATION OF COURT ORDER,2000 1501,46,F,W,34.25,-118.599,Adult Arrest,SINGLE FAMILY DWELLING
141313404,2014-06-22,2014-06-21,1000,13,Newton,1375,922,CHILD STEALING,0913 0552,NA,F,B,33.9912,-118.2499,Adult Other,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
160111601,2016-04-06,2016-03-26,1430,1,Central,156,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,61,F,H,34.0437,-118.2455,Invest Cont,SIDEWALK
121722194,2012-12-26,2012-12-26,1800,17,Devonshire,1796,330,BURGLARY FROM VEHICLE,1307 0344,53,M,W,34.234,-118.5025,Invest Cont,PARKING LOT
112117576,2011-10-09,2011-10-09,2010,21,Topanga,2134,624,BATTERY - SIMPLE ASSAULT,0400 0603,25,F,B,34.202,-118.6081,Invest Cont,DRIVEWAY
161817613,2016-09-10,2016-09-05,1110,18,Southeast,1842,440,THEFT PLAIN - PETTY ($950 & UNDER),1913 0344,18,F,H,33.9374,-118.2762,Adult Other,STREET
131317265,2013-08-28,2013-08-23,1400,13,Newton,1373,440,THEFT PLAIN - PETTY ($950 & UNDER),1210 0344,51,M,H,33.9916,-118.2652,Invest Cont,JUNIOR HIGH SCHOOL
131704484,2013-01-11,2012-12-20,1235,17,Devonshire,1775,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,29,F,W,34.2359,-118.5135,Invest Cont,SINGLE FAMILY DWELLING
101510203,2010-04-13,2010-04-09,1200,15,N Hollywood,1599,310,BURGLARY,0344 1601,39,M,W,34.1275,-118.3603,Invest Cont,SINGLE FAMILY DWELLING
100518975,2010-10-22,2010-10-22,500,5,Harbor,516,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1307 1300,27,M,H,33.7828,-118.264,Invest Cont,"VEHICLE, PASSENGER/TRUCK"
160512672,2016-07-05,2016-07-04,2130,5,Harbor,563,520,VEHICLE - ATTEMPT STOLEN,0329 0344 0358 1300 1605,28,M,W,33.7343,-118.2968,Invest Cont,GARAGE/CARPORT
161518500,2016-09-20,2016-09-20,1830,15,N Hollywood,1553,510,VEHICLE - STOLEN,NA,15,NA,NA,34.1558,-118.3943,Invest Cont,STREET
152010765,2015-05-20,2015-05-20,645,20,Olympic,2062,210,ROBBERY,0202 0342 0344 0346 0429 0444 0448,22,M,O,34.0527,-118.3122,Invest Cont,HOTEL
161313930,2016-06-17,2016-06-16,2300,13,Newton,1373,510,VEHICLE - STOLEN,NA,15,NA,NA,33.9916,-118.2579,Invest Cont,STREET
101621958,2010-12-27,2010-12-26,1800,16,Foothill,1687,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606,41,M,H,34.2139,-118.3703,Invest Cont,PARKING LOT
100304909,2010-01-14,2010-01-14,1550,3,Southwest,353,753,DISCHARGE FIREARMS/SHOTS FIRED,0312 0906 1100 1300,37,M,H,34.0183,-118.3442,Invest Cont,STREET
151818040,2015-09-28,2015-09-27,1400,18,Southeast,1842,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1307,50,M,B,33.9347,-118.2761,Invest Cont,"VEHICLE, PASSENGER/TRUCK"
131210201,2013-04-07,2013-04-07,50,12,77th Street,1218,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0913 0338,46,F,B,33.9906,-118.2827,Adult Other,MOTEL
122110924,2012-05-25,2012-05-25,1910,21,Topanga,2189,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0352,25,M,X,34.1665,-118.5859,Invest Cont,DEPARTMENT STORE
152012497,2015-06-12,2014-06-17,1000,20,Olympic,2079,810,"SEX, UNLAWFUL",1251 1259 0913 0527 0533 1814 1276,17,F,H,34.0473,-118.2864,Juv Arrest,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
171604360,2017-01-05,2017-01-05,1640,16,Foothill,1689,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 1822 0334 1414 0416 0445 0429,53,M,W,34.2211,-118.3712,Invest Cont,FREEWAY
111809696,2011-04-10,2011-04-10,630,18,Southeast,1844,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 0443 2000,21,F,H,33.9328,-118.2586,Adult Arrest,STREET
170811401,2017-06-12,2017-06-11,2230,8,West LA,859,330,BURGLARY FROM VEHICLE,0344 1302 0358,29,M,H,34.0452,-118.38,Invest Cont,STREET
132114421,2013-08-21,2013-08-21,1950,21,Topanga,2156,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1814 2000,21,M,B,34.1905,-118.6059,Adult Other,PARKING LOT
121609365,2012-05-03,2012-04-29,600,16,Foothill,1612,237,CHILD NEGLECT (SEE 300 W.I.C.),1258 0552,13,M,H,34.2755,-118.4194,Invest Cont,SINGLE FAMILY DWELLING
150120227,2015-09-05,2015-09-05,10,1,Central,162,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0421,52,F,H,34.0467,-118.2556,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
142009805,2014-05-07,2014-05-02,900,20,Olympic,2001,354,THEFT OF IDENTITY,0100 1822 0930,41,M,K,34.0803,-118.3135,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
150514369,2015-08-25,2015-08-25,1230,5,Harbor,566,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0913 1814 2000,17,F,H,33.7333,-118.2879,Adult Arrest,SIDEWALK
101920239,2010-08-31,2010-07-15,1200,19,Mission,1977,810,"SEX, UNLAWFUL",0533 1259 1814,14,F,H,34.2385,-118.4293,Invest Cont,SINGLE FAMILY DWELLING
111609587,2011-04-30,2011-04-29,1300,16,Foothill,1657,330,BURGLARY FROM VEHICLE,0344 1300 1602,26,M,O,34.249,-118.2859,Invest Cont,PARKING UNDERGROUND/BUILDING
141612977,2014-08-27,2014-08-22,1245,16,Foothill,1642,900,VIOLATION OF COURT ORDER,0913,57,F,H,34.2624,-118.4272,Adult Other,MEDICAL/DENTAL OFFICES
170313200,2017-05-18,2017-04-11,600,3,Southwest,397,510,VEHICLE - STOLEN,NA,16,NA,NA,34.0093,-118.3013,Invest Cont,STREET
170906721,2017-02-22,2015-07-01,1200,9,Van Nuys,941,354,THEFT OF IDENTITY,1822,38,M,B,34.1794,-118.4662,Invest Cont,SINGLE FAMILY DWELLING
112107418,2011-03-10,2011-03-10,1430,21,Topanga,2149,220,ATTEMPTED ROBBERY,0346 0400 0429 1300 1308 1402,62,F,W,34.1938,-118.5623,Invest Cont,PARKING LOT
170618797,2017-09-02,2017-08-31,400,6,Hollywood,639,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 0400 0421,36,M,B,34.1036,-118.3049,Adult Other,STREET
130912092,2013-06-13,2013-06-08,1300,9,Van Nuys,937,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1606,44,M,B,34.1831,-118.4312,Invest Cont,PATIO*
150416242,2015-10-26,2015-10-26,1415,4,Hollenbeck,424,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,48,M,W,34.07,-118.1998,Invest Cont,STREET
162017532,2016-09-30,2016-09-30,1715,20,Olympic,2071,210,ROBBERY,0342 0444 0334 0327 0216 0207 0312 0346 0337 0380,NA,X,X,34.0454,-118.3134,Invest Cont,GAS STATION
140510894,2014-06-18,2014-06-17,2100,5,Harbor,585,220,ATTEMPTED ROBBERY,0302 0334 0337 0432 1236,55,M,O,33.7234,-118.299,Invest Cont,LIQUOR STORE
160121070,2016-08-12,2016-08-11,530,1,Central,111,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0377 1251,25,M,O,34.0627,-118.2463,Invest Cont,PARKING UNDERGROUND/BUILDING
171914960,2017-07-17,2017-07-15,2100,19,Mission,1985,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,40,F,H,34.2216,-118.4488,Invest Cont,LAUNDROMAT
102111763,2010-05-26,2010-05-26,1430,21,Topanga,2132,888,TRESPASSING,1501,62,F,W,34.2068,-118.6457,Invest Cont,SINGLE FAMILY DWELLING
101524158,2010-12-09,2010-12-08,1830,15,N Hollywood,1501,330,BURGLARY FROM VEHICLE,0344 1605 1606,52,M,O,34.2162,-118.4217,Invest Cont,STREET
101710105,2010-04-21,2010-04-21,1700,17,Devonshire,1714,624,BATTERY - SIMPLE ASSAULT,0416 0429 0913,25,M,H,34.2768,-118.5346,Invest Cont,OTHER RESIDENCE
132104474,2013-01-10,2013-01-05,1000,21,Topanga,2141,354,THEFT OF IDENTITY,0377 0929 0935 1822,52,M,W,34.1864,-118.6483,Invest Cont,SINGLE FAMILY DWELLING
141616292,2014-12-02,2014-12-01,1,16,Foothill,1602,330,BURGLARY FROM VEHICLE,1307 0344 0358 1300,45,M,O,34.2783,-118.4098,Invest Cont,STREET
151713600,2015-07-27,2015-07-24,2100,17,Devonshire,1795,310,BURGLARY,0344,51,M,A,34.2231,-118.5099,Invest Cont,GARAGE/CARPORT
112105799,2011-02-06,2011-02-06,1445,21,Topanga,2115,624,BATTERY - SIMPLE ASSAULT,0400 0416 0903 1222,26,M,W,34.2198,-118.6003,Invest Cont,PARKING LOT
131013918,2013-08-19,2013-08-19,500,10,West Valley,1028,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,NA,M,O,34.1939,-118.4924,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
141704004,2014-01-01,2014-01-01,725,17,Devonshire,1794,510,VEHICLE - STOLEN,NA,13,NA,NA,34.2207,-118.5339,Invest Cont,PARKING LOT
161215470,2016-06-01,2016-06-01,1300,12,77th Street,1266,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1309 1822,26,F,B,33.9667,-118.2871,Invest Cont,SINGLE FAMILY DWELLING
171221707,2017-08-30,2017-08-30,1915,12,77th Street,1258,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 0561 0319,58,F,B,33.9718,-118.2761,Adult Arrest,SINGLE FAMILY DWELLING
120922875,2012-12-28,2012-12-28,1645,9,Van Nuys,933,437,RESISTING ARREST,1212 1402,NA,M,X,34.1836,-118.4531,Adult Arrest,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
170810244,2017-05-16,2017-05-15,2130,8,West LA,885,320,"BURGLARY, ATTEMPTED",1210 0206 0209 1609,52,F,W,34.0437,-118.4178,Invest Cont,SINGLE FAMILY DWELLING
101914755,2010-06-07,2010-06-03,930,19,Mission,1983,813,CHILD ANNOYING (17YRS & UNDER),1007 1259 1822,14,F,H,34.2283,-118.4611,Invest Cont,JUNIOR HIGH SCHOOL
121704656,2012-01-13,2012-01-13,2100,17,Devonshire,1743,510,VEHICLE - STOLEN,NA,11,NA,NA,34.2573,-118.5383,Invest Cont,PARKING LOT
150506343,2015-02-22,2015-02-09,1345,5,Harbor,567,649,DOCUMENT FORGERY / STOLEN FELONY,1822,30,M,B,33.7306,-118.2814,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
141711400,2014-06-20,2014-06-19,2100,17,Devonshire,1782,510,VEHICLE - STOLEN,NA,13,NA,NA,34.2299,-118.5536,Invest Cont,PARKING LOT
171009214,2017-04-23,2017-04-22,2030,10,West Valley,1035,354,THEFT OF IDENTITY,0930 1822,47,F,W,34.1868,-118.5255,Invest Cont,SINGLE FAMILY DWELLING
101123488,2010-11-27,2010-11-27,1825,11,Northeast,1112,210,ROBBERY,0302 0344 0355 0420 0432 1251 1259 1309,16,F,A,34.127,-118.2207,Invest Cont,STREET
131216686,2013-07-07,2013-07-05,1120,12,77th Street,1265,440,THEFT PLAIN - PETTY ($950 & UNDER),2000 1814 0344,22,F,B,33.9664,-118.3025,Adult Other,STREET
171710726,2017-05-08,2017-05-07,1130,17,Devonshire,1792,310,BURGLARY,0352 1609 0344 0304 1402,NA,M,W,34.2246,-118.571,Invest Cont,PRIVATE SCHOOL/PRESCHOOL
100101442,2010-09-13,2010-09-12,2300,1,Central,162,310,BURGLARY,0344 1402 1607,33,M,A,34.0467,-118.2556,Invest Cont,RESTAURANT/FAST FOOD
120630483,2012-12-28,2012-12-27,1300,6,Hollywood,666,626,INTIMATE PARTNER - SIMPLE ASSAULT,0444 0416 2000 0400,20,F,H,34.0935,-118.3245,Adult Other,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
170510153,2017-05-13,2017-05-13,530,5,Harbor,529,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0344 0416,45,M,H,33.776,-118.2543,Invest Cont,YARD (RESIDENTIAL/BUSINESS)
120622851,2012-09-12,2012-09-07,1500,6,Hollywood,622,510,VEHICLE - STOLEN,NA,11,NA,NA,34.1089,-118.3697,Invest Cont,STREET
111325034,2011-11-20,2011-11-20,215,13,Newton,1375,220,ATTEMPTED ROBBERY,0326 0448 1022 1309,39,F,H,33.9893,-118.2564,Invest Cont,STREET
121616827,2012-10-16,2012-10-01,800,16,Foothill,1678,354,THEFT OF IDENTITY,1822 0377,27,M,W,34.2322,-118.3539,Invest Cont,SINGLE FAMILY DWELLING
161805315,2016-01-27,2016-01-26,1900,18,Southeast,1881,510,VEHICLE - STOLEN,NA,15,NA,NA,33.8889,-118.2894,Invest Cont,STREET
141000843,2014-08-09,2014-08-08,1600,10,West Valley,1034,310,BURGLARY,1607 0352 1414,29,M,W,34.1818,-118.5339,Invest Cont,SINGLE FAMILY DWELLING
171108752,2017-04-09,2017-04-09,1400,11,Northeast,1101,330,BURGLARY FROM VEHICLE,0344 1307,32,M,W,34.1192,-118.3004,Invest Cont,STREET
150416693,2015-11-06,2015-11-06,1900,4,Hollenbeck,489,310,BURGLARY,0344,20,M,H,34.0257,-118.217,Invest Cont,SINGLE FAMILY DWELLING
160211036,2016-05-20,2016-05-05,30,2,Rampart,247,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1243 0444 0432,27,F,H,34.0596,-118.2701,Adult Other,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
111721628,2011-12-14,2011-12-14,200,17,Devonshire,1747,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,28,M,O,34.2632,-118.4979,Adult Arrest,PARKING LOT
171011947,2017-06-20,2017-06-20,100,10,West Valley,1003,210,ROBBERY,0334 0207 0342 1414 0344 0354 0370,44,M,O,34.2157,-118.5361,Invest Cont,STREET
151808033,2015-03-25,2015-03-25,1715,18,Southeast,1841,624,BATTERY - SIMPLE ASSAULT,0562 0400 0448 0408 0447,50,F,B,33.9383,-118.2848,Invest Cont,SINGLE FAMILY DWELLING
111214697,2011-05-31,2011-05-30,2355,12,77th Street,1265,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1607 1822,23,F,B,33.9637,-118.309,Invest Cont,STREET
110804757,2011-01-18,2010-12-22,1500,8,West LA,825,354,THEFT OF IDENTITY,0928 1202 1822,73,F,W,34.0527,-118.4831,Invest Cont,SINGLE FAMILY DWELLING
111417013,2011-06-09,2011-06-09,930,14,Pacific,1488,310,BURGLARY,0344,30,F,B,33.9584,-118.384,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
121004450,2012-01-11,2012-01-10,1845,10,West Valley,1047,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606,35,M,H,34.1723,-118.5163,Invest Cont,GARAGE/CARPORT
150805541,2015-02-05,2015-02-05,1535,8,West LA,889,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,23,F,H,34.0425,-118.3818,Invest Cont,RESTAURANT/FAST FOOD
110905346,2011-01-28,2011-01-28,245,9,Van Nuys,905,624,BATTERY - SIMPLE ASSAULT,1212,NA,M,W,34.2067,-118.4575,Invest Cont,SINGLE FAMILY DWELLING
130619271,2013-08-08,2013-08-08,1,6,Hollywood,643,330,BURGLARY FROM VEHICLE,0344,23,M,O,34.098,-118.351,Invest Cont,SINGLE FAMILY DWELLING
111004402,2011-01-09,2011-01-08,600,10,West Valley,1035,330,BURGLARY FROM VEHICLE,0344 1607,66,M,W,34.1903,-118.5317,Invest Cont,SINGLE FAMILY DWELLING
141812663,2014-06-20,2014-06-19,1700,18,Southeast,1863,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443,50,F,B,33.9265,-118.2695,Adult Other,SINGLE FAMILY DWELLING
121812423,2012-06-10,2012-06-10,1630,18,Southeast,1834,510,VEHICLE - STOLEN,NA,11,NA,NA,33.9401,-118.2565,Invest Cont,DRIVEWAY
111613351,2011-07-15,2011-07-14,2100,16,Foothill,1651,310,BURGLARY,0344 0358 1607,44,M,H,34.2484,-118.4191,Invest Cont,SINGLE FAMILY DWELLING
131911657,2013-05-07,2013-05-06,2230,19,Mission,1916,310,BURGLARY,1607 0344,NA,M,X,34.3066,-118.4484,Invest Cont,CELL PHONE STORE
111516602,2011-08-26,2011-08-25,2200,15,N Hollywood,1545,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),NA,10,NA,NA,34.1576,-118.3943,Invest Cont,STREET
160909375,2016-04-17,2016-04-05,900,9,Van Nuys,905,354,THEFT OF IDENTITY,1822,64,M,H,34.2012,-118.4574,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
120310048,2012-04-07,2012-04-06,2325,3,Southwest,328,624,BATTERY - SIMPLE ASSAULT,0416 0444 1271,NA,M,W,34.0264,-118.278,Invest Cont,SINGLE FAMILY DWELLING
110622449,2011-09-12,2011-09-12,2130,6,Hollywood,659,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0906,46,F,O,34.0952,-118.3005,Adult Arrest,SINGLE FAMILY DWELLING
130700627,2013-04-07,2013-04-07,400,7,Wilshire,769,210,ROBBERY,0344 0337 0444 0408 1414 0429 0448,48,M,H,34.0473,-118.3213,Adult Arrest,STREET
160206673,2016-02-22,2016-02-18,2300,2,Rampart,248,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH 0007=02,0519 0357 1243 1206 2000,37,M,H,34.0579,-118.2649,Adult Other,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
151217761,2015-07-13,2015-07-13,2000,12,77th Street,1245,664,"BUNCO, PETTY THEFT",0344,23,F,W,33.9822,-118.2915,Invest Cont,PARKING LOT
172112750,2017-06-22,2017-06-22,800,21,Topanga,2175,310,BURGLARY,1601 0344 0352,32,F,W,34.1756,-118.6146,Invest Cont,SINGLE FAMILY DWELLING
101800972,2010-06-05,2010-06-05,1030,18,Southeast,1864,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0401 0416,49,F,B,33.9237,-118.2597,Adult Other,SINGLE FAMILY DWELLING
131014014,2013-08-21,2013-08-21,815,10,West Valley,1044,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),NA,12,NA,NA,34.1749,-118.5344,Invest Cont,STREET
171408865,2017-03-23,2017-03-20,1130,14,Pacific,1464,662,"BUNCO, GRAND THEFT",0701,39,F,O,33.9771,-118.4137,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
161816218,2016-08-17,2016-08-17,445,18,Southeast,1842,310,BURGLARY,1607 0352 1202,77,F,B,33.9365,-118.2806,Invest Cont,SINGLE FAMILY DWELLING
161323055,2016-11-16,2016-11-16,1400,13,Newton,1353,510,VEHICLE - STOLEN,NA,15,NA,NA,34.0048,-118.2581,Invest Cont,STREET
140415656,2014-10-18,2014-10-17,2300,4,Hollenbeck,459,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,24,M,H,34.0445,-118.1998,Invest Cont,STREET
160617189,2016-08-02,2016-08-01,1320,6,Hollywood,656,354,THEFT OF IDENTITY,0377,53,F,H,34.0889,-118.3244,Invest Cont,SINGLE FAMILY DWELLING
170806857,2017-03-04,2017-03-03,2100,8,West LA,847,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329 0311 1907 0903,NA,X,X,34.0473,-118.4206,Invest Cont,OTHER BUSINESS
121221838,2012-09-16,2012-09-16,30,12,77th Street,1241,624,BATTERY - SIMPLE ASSAULT,2000 1814 1310 0329 0400,53,F,B,33.9854,-118.3294,Invest Cont,STREET
162021250,2016-12-16,2016-12-16,1430,20,Olympic,2039,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2000 0416 0429 0432 0447,27,F,W,34.0598,-118.2878,Adult Other,STREET
171408334,2017-03-16,2017-01-27,1600,14,Pacific,1497,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0344,42,M,H,33.9455,-118.3768,Invest Cont,OTHER BUSINESS
170200870,2017-08-07,2017-08-07,125,2,Rampart,245,220,ATTEMPTED ROBBERY,0305 1008 0448 0907 1402,51,M,W,34.0596,-118.2749,Adult Other,SIDEWALK
100911968,2010-05-21,2010-05-21,830,9,Van Nuys,911,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,51,F,H,34.2012,-118.4684,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
100629554,2010-12-12,2010-12-09,2000,6,Hollywood,626,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),NA,NA,NA,NA,34.1101,-118.3316,Invest Cont,STREET
141706508,2014-02-26,2014-02-05,1500,17,Devonshire,1713,310,BURGLARY,1202 0344 1609,63,M,W,34.2755,-118.5473,Invest Cont,SINGLE FAMILY DWELLING
131923284,2013-11-20,2013-11-20,230,19,Mission,1963,510,VEHICLE - STOLEN,NA,12,NA,NA,34.2437,-118.4502,Invest Cont,STREET
121304455,2012-01-07,2012-01-06,2200,13,Newton,1354,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1259 1251,16,M,H,34.0112,-118.2716,Invest Cont,SINGLE FAMILY DWELLING
140800735,2014-03-30,2014-03-30,2000,8,West LA,839,210,ROBBERY,0344 1247 0104 0400 0432 0945,21,M,H,34.0605,-118.4193,Adult Arrest,MARKET
122117130,2012-10-15,2012-10-14,1840,21,Topanga,2118,354,THEFT OF IDENTITY,0377 0922 1202 1822,66,M,W,34.2182,-118.5798,Invest Cont,SINGLE FAMILY DWELLING
170104941,2017-01-17,2017-01-16,2245,1,Central,161,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,52,M,O,34.0483,-118.2631,Invest Cont,STREET
120304510,2012-01-08,2012-01-08,1340,3,Southwest,397,624,BATTERY - SIMPLE ASSAULT,1251 0400 0416 1501,18,F,B,34.0055,-118.298,Adult Other,STREET
111114397,2011-07-12,2011-07-11,1930,11,Northeast,1117,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1300,28,F,H,34.131,-118.2165,Adult Arrest,"VEHICLE, PASSENGER/TRUCK"
100414832,2010-09-06,2010-09-06,300,4,Hollenbeck,443,510,VEHICLE - STOLEN,NA,NA,NA,NA,34.0578,-118.2102,Invest Cont,PARKING LOT
121429078,2012-12-03,2012-12-03,1000,14,Pacific,1413,330,BURGLARY FROM VEHICLE,0344,28,F,O,33.9928,-118.4697,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
161410548,2016-04-01,2016-03-31,1930,14,Pacific,1483,510,VEHICLE - STOLEN,NA,15,NA,NA,33.9579,-118.4394,Invest Cont,PARKING LOT
170916120,2017-08-25,2017-08-24,2000,9,Van Nuys,935,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,47,M,B,34.1847,-118.4444,Invest Cont,PARKING UNDERGROUND/BUILDING
101717807,2010-09-13,2010-09-09,1600,17,Devonshire,1795,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,NA,M,O,34.2246,-118.523,Invest Cont,JUNIOR HIGH SCHOOL
121512549,2012-06-03,2012-06-02,2200,15,N Hollywood,1545,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 0344,11,M,W,34.1631,-118.3965,Invest Cont,GAS STATION
161519075,2016-09-30,2016-09-28,1400,15,N Hollywood,1581,354,THEFT OF IDENTITY,0930 1822,87,F,W,34.1482,-118.4138,Invest Cont,MARKET
111819475,2011-10-04,2011-09-22,1200,18,Southeast,1881,649,DOCUMENT FORGERY / STOLEN FELONY,0377 0923 1822,54,F,B,33.8898,-118.2843,Invest Cont,SINGLE FAMILY DWELLING
171113311,2017-07-09,2017-07-09,230,11,Northeast,1133,330,BURGLARY FROM VEHICLE,1609 1607 0344 0358 1307,43,F,O,34.1159,-118.2578,Invest Cont,STREET
130906563,2013-02-24,2013-02-24,635,9,Van Nuys,971,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",1602 0344,56,M,W,34.1538,-118.4662,Invest Cont,PARKING LOT
161521548,2016-11-14,2016-11-11,1700,15,N Hollywood,1517,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 1300,51,M,H,34.194,-118.379,Invest Cont,NA
132015651,2013-09-03,2013-08-31,800,20,Olympic,2023,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,58,M,K,34.069,-118.3066,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
170211362,2017-05-29,2017-05-29,1230,2,Rampart,251,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0369 0319 0421 1300 0913,23,F,H,34.0624,-118.2813,Invest Cont,STREET
101908804,2010-03-14,2010-03-13,1230,19,Mission,1995,624,BATTERY - SIMPLE ASSAULT,0371 0416 0417,22,M,H,34.2152,-118.4488,Invest Cont,SIDEWALK
